record,reasons
"{'timestamp': '2025-08-30T04:30:40.446449Z', 'metadata': {'device': 'mobile'}, 'type': 'view', 'recipe_id': 'veg-burrito-d6c1f6', 'id': 'int-0270b161a4', 'user_id': 'aarav_sharma', 'description': 'aarav_sharma viewed Veg Burrito'}",['duplicate_id']
"{'timestamp': '2025-10-16T04:30:27.005289Z', 'metadata': {'device': 'desktop'}, 'type': 'view', 'recipe_id': 'veg-manchurian-gravy-dd9ca6', 'id': 'int-02aff348b5', 'user_id': 'currymaster', 'description': 'currymaster viewed Veg Manchurian (Gravy)'}",['duplicate_id']
"{'description': 'Home-style Chicken Curry viewed by omar_hassan on web', 'type': 'view', 'timestamp': '2024-11-19T12:21:21.480752Z', 'id': 'int-0321ea601c', 'recipe_id': 'chicken-curry-9bf96a', 'metadata': {'platform': 'web', 'device': 'tablet', 'referrer': 'search', 'duration_seconds': 80, 'scroll_depth': 0.94}, 'session_id': 'sess-3176f5305c', 'user_id': 'omar_hassan'}",['duplicate_id']
"{'timestamp': '2025-09-13T04:30:40.788457Z', 'metadata': {'rating': 4}, 'type': 'rating', 'recipe_id': 'veg-burrito-d6c1f6', 'id': 'int-034b9a4d85', 'user_id': 'tandooritiger', 'description': 'tandooritiger rated Veg Burrito 4 stars'}",['duplicate_id']
"{'timestamp': '2025-09-29T04:30:22.361108Z', 'metadata': {'device': 'mobile'}, 'type': 'view', 'recipe_id': 'khichdi-4a02f193', 'id': 'int-03a7374e67', 'user_id': 'noodleninja_15f1', 'description': 'noodleninja_15f1 viewed Khichdi'}",['duplicate_id']
"{'timestamp': '2025-07-30T04:30:33.570068Z', 'metadata': {'device': 'desktop'}, 'type': 'view', 'recipe_id': 'pav-bhaji-86fc2e', 'id': 'int-0429e0bebe', 'user_id': 'noodleninja_15f1', 'description': 'noodleninja_15f1 viewed Pav Bhaji'}",['duplicate_id']
"{'timestamp': '2025-10-21T04:30:25.852566Z', 'metadata': {'device': 'desktop'}, 'type': 'view', 'recipe_id': 'veg-hakka-noodles-8d614e', 'id': 'int-0435d204f2', 'user_id': 'meera_nair', 'description': 'meera_nair viewed Veg Hakka Noodles'}",['duplicate_id']
"{'timestamp': '2025-08-14T04:30:36.268790Z', 'metadata': {'success': False, 'time_taken_minutes': 97}, 'type': 'attempt', 'recipe_id': 'chole-masala-4e3599', 'id': 'int-044561a4d8', 'user_id': 'tandooritiger', 'description': 'tandooritiger attempted Chole Masala (failed)'}",['duplicate_id']
"{'timestamp': '2025-09-15T04:30:37.296075Z', 'metadata': {}, 'type': 'like', 'recipe_id': 'egg-fried-rice-8c141f', 'id': 'int-0469e1db5f', 'user_id': 'meera_nair', 'description': 'meera_nair liked Egg Fried Rice'}",['duplicate_id']
"{'description': 'Idli with Sambar viewed by noodleninja_15f1 on web', 'type': 'view', 'timestamp': '2025-05-13T00:24:09.544459Z', 'id': 'int-0487666a92', 'recipe_id': 'idli-sambar-95c3a4', 'metadata': {'platform': 'web', 'device': 'desktop', 'referrer': 'search', 'duration_seconds': 55, 'scroll_depth': 0.32}, 'session_id': 'sess-d86f9495f4', 'user_id': 'noodleninja_15f1'}",['duplicate_id']
"{'timestamp': '2025-10-21T04:30:39.514458Z', 'metadata': {}, 'type': 'like', 'recipe_id': 'pasta-alfredo-c7f2cd', 'id': 'int-04e070644d', 'user_id': 'priya_deshmukh', 'description': 'priya_deshmukh liked Pasta Alfredo'}",['duplicate_id']
"{'description': 'Gulab Jamun viewed by omar_hassan on android', 'type': 'view', 'timestamp': '2024-11-19T09:01:57.480752Z', 'id': 'int-051b8e16dc', 'recipe_id': 'gulab-jamun-5bb2c2', 'metadata': {'platform': 'android', 'device': 'mobile', 'referrer': 'search', 'duration_seconds': 37, 'scroll_depth': 0.84}, 'session_id': 'sess-3176f5305c', 'user_id': 'omar_hassan'}",['duplicate_id']
"{'timestamp': '2025-11-07T04:30:38.948093Z', 'metadata': {'device': 'desktop'}, 'type': 'view', 'recipe_id': 'pasta-alfredo-c7f2cd', 'id': 'int-053cc876d5', 'user_id': 'noodleninja', 'description': 'noodleninja viewed Pasta Alfredo'}",['duplicate_id']
"{'timestamp': '2025-09-28T04:30:32.463560Z', 'metadata': {'success': True, 'time_taken_minutes': 65}, 'type': 'attempt', 'recipe_id': 'idli-sambar-95c3a4', 'id': 'int-05670b81f1', 'user_id': 'noodleninja_8a8a', 'description': 'noodleninja_8a8a attempted Idli with Sambar (success)'}",['duplicate_id']
"{'timestamp': '2025-11-14T04:30:33.723076Z', 'metadata': {'device': 'mobile'}, 'type': 'view', 'recipe_id': 'pav-bhaji-86fc2e', 'id': 'int-05a4ce6d91', 'user_id': 'noodleninja', 'description': 'noodleninja viewed Pav Bhaji'}",['duplicate_id']
"{'timestamp': '2025-08-31T04:30:24.061698Z', 'metadata': {'success': True, 'time_taken_minutes': 84}, 'type': 'attempt', 'recipe_id': 'paneer-butter-masala-5f759d', 'id': 'int-05bd9d3dd7', 'user_id': 'aarav_sharma', 'description': 'aarav_sharma attempted Paneer Butter Masala (success)'}",['duplicate_id']
"{'timestamp': '2025-10-12T04:30:36.362339Z', 'metadata': {'device': 'mobile'}, 'type': 'view', 'recipe_id': 'egg-fried-rice-8c141f', 'id': 'int-05ecce76c7', 'user_id': 'rohan_kulkarni', 'description': 'rohan_kulkarni viewed Egg Fried Rice'}",['duplicate_id']
"{'timestamp': '2025-10-09T04:30:39.121566Z', 'metadata': {'device': 'desktop'}, 'type': 'view', 'recipe_id': 'pasta-alfredo-c7f2cd', 'id': 'int-06815dcc37', 'user_id': 'priya_deshmukh', 'description': 'priya_deshmukh viewed Pasta Alfredo'}",['duplicate_id']
"{'timestamp': '2025-10-05T04:30:30.234413Z', 'metadata': {'device': 'desktop'}, 'type': 'view', 'recipe_id': 'tomato-soup-65137c', 'id': 'int-0693b9122a', 'user_id': 'tandooritiger', 'description': 'tandooritiger viewed Tomato Basil Soup'}",['duplicate_id']
"{'timestamp': '2025-08-13T04:30:26.490295Z', 'metadata': {'rating': 4}, 'type': 'rating', 'recipe_id': 'veg-hakka-noodles-8d614e', 'id': 'int-06d0fcfc19', 'user_id': 'noodleninja_15f1', 'description': 'noodleninja_15f1 rated Veg Hakka Noodles 4 stars'}",['duplicate_id']
"{'description': 'currymaster rated Chicken Tacos 5 stars', 'type': 'rating', 'timestamp': '2025-04-02T09:33:11.606006Z', 'id': 'int-06d762e86a', 'recipe_id': 'chicken-tacos-b53897', 'metadata': {'platform': 'android', 'device': 'mobile', 'rating': 5, 'referrer': 'homepage', 'sentiment': 'positive'}, 'session_id': 'sess-736834fa81', 'user_id': 'currymaster'}",['duplicate_id']
"{'timestamp': '2025-08-23T04:30:28.539545Z', 'metadata': {'device': 'desktop'}, 'type': 'view', 'recipe_id': 'sweet-corn-soup-a48a81', 'id': 'int-072e19084f', 'user_id': 'tandooritiger', 'description': 'tandooritiger viewed Sweet Corn Soup'}",['duplicate_id']
"{'timestamp': '2025-10-24T04:30:44.915836Z', 'metadata': {'device': 'mobile'}, 'type': 'view', 'recipe_id': 'kheer-76032e', 'id': 'int-075cdc5feb', 'user_id': 'aarav_sharma', 'description': 'aarav_sharma viewed Kheer (Rice Pudding)'}",['duplicate_id']
"{'timestamp': '2025-10-30T04:30:21.778832Z', 'metadata': {'device': 'desktop'}, 'type': 'view', 'recipe_id': 'khichdi-4a02f193', 'id': 'int-079a9fab49', 'user_id': 'noodleninja', 'description': 'noodleninja viewed Khichdi'}",['duplicate_id']
"{'description': 'noodleninja_15f1 liked Gulab Jamun', 'type': 'like', 'timestamp': '2025-05-12T23:47:33.544459Z', 'id': 'int-07a018e581', 'recipe_id': 'gulab-jamun-5bb2c2', 'metadata': {'platform': 'android', 'device': 'mobile', 'referrer': 'search'}, 'session_id': 'sess-8995a6f59a', 'user_id': 'noodleninja_15f1'}",['duplicate_id']
"{'timestamp': '2025-10-21T04:30:36.793012Z', 'metadata': {'device': 'desktop'}, 'type': 'view', 'recipe_id': 'egg-fried-rice-8c141f', 'id': 'int-07bad61456', 'user_id': 'noodleninja_8a8a', 'description': 'noodleninja_8a8a viewed Egg Fried Rice'}",['duplicate_id']
"{'timestamp': '2025-07-30T04:30:23.208482Z', 'metadata': {}, 'type': 'like', 'recipe_id': 'khichdi-4a02f193', 'id': 'int-07fe9682a3', 'user_id': 'noodleninja_15f1', 'description': 'noodleninja_15f1 liked Khichdi'}",['duplicate_id']
"{'description': 'Dal Tadka (Yellow Lentils with Tadka) viewed by noodleninja_8a8a on android', 'type': 'view', 'timestamp': '2025-04-18T08:15:34.765033Z', 'id': 'int-08addbfbdc', 'recipe_id': 'dal-tadka-3ff42f', 'metadata': {'platform': 'android', 'device': 'mobile', 'referrer': 'search', 'duration_seconds': 21, 'scroll_depth': 0.83}, 'session_id': 'sess-cd667f7313', 'user_id': 'noodleninja_8a8a'}",['duplicate_id']
"{'timestamp': '2025-11-19T04:30:36.030904Z', 'metadata': {}, 'type': 'like', 'recipe_id': 'chole-masala-4e3599', 'id': 'int-08b717e9c3', 'user_id': 'priya_deshmukh', 'description': 'priya_deshmukh liked Chole Masala'}",['duplicate_id']
"{'description': 'meera_nair rated Kheer (Rice Pudding) 5 stars', 'type': 'rating', 'timestamp': '2025-11-09T02:15:11.655356Z', 'id': 'int-0912d8b5cd', 'recipe_id': 'kheer-76032e', 'metadata': {'platform': 'web', 'device': 'desktop', 'rating': 5, 'referrer': 'search', 'sentiment': 'positive'}, 'session_id': 'sess-48a3fec224', 'user_id': 'meera_nair'}",['duplicate_id']
"{'timestamp': '2025-11-02T04:30:33.986539Z', 'metadata': {}, 'type': 'like', 'recipe_id': 'pav-bhaji-86fc2e', 'id': 'int-0958333a58', 'user_id': 'priya_deshmukh', 'description': 'priya_deshmukh liked Pav Bhaji'}",['duplicate_id']
"{'timestamp': '2025-11-18T04:30:36.236263Z', 'metadata': {'success': True, 'time_taken_minutes': 53}, 'type': 'attempt', 'recipe_id': 'chole-masala-4e3599', 'id': 'int-099e0b0a36', 'user_id': 'aarav_sharma', 'description': 'aarav_sharma attempted Chole Masala (success)'}",['duplicate_id']
"{'timestamp': '2025-10-12T04:30:35.068656Z', 'metadata': {'rating': 3}, 'type': 'rating', 'recipe_id': 'dal-tadka-3ff42f', 'id': 'int-09d62fc544', 'user_id': 'rohan_kulkarni', 'description': 'rohan_kulkarni rated Dal Tadka (Yellow Lentils with Tadka) 3 stars'}",['duplicate_id']
"{'description': 'Masala Dosa with Potato Masala viewed by noodleninja on web', 'type': 'view', 'timestamp': '2025-08-13T12:14:00.716277Z', 'id': 'int-0a00709805', 'recipe_id': 'masala-dosa-87c68c', 'metadata': {'platform': 'web', 'device': 'desktop', 'referrer': 'homepage', 'duration_seconds': 89, 'scroll_depth': 0.36}, 'session_id': 'sess-45c54cb1bb', 'user_id': 'noodleninja'}",['duplicate_id']
"{'description': 'Khichdi viewed by tandooritiger on web', 'type': 'view', 'timestamp': '2025-07-24T11:55:22.004880Z', 'id': 'int-0a38d9b881', 'recipe_id': 'khichdi-4a02f193', 'metadata': {'platform': 'web', 'device': 'desktop', 'referrer': 'homepage', 'duration_seconds': 4, 'scroll_depth': 0.41}, 'session_id': 'sess-85e4ebb005', 'user_id': 'tandooritiger'}",['duplicate_id']
"{'timestamp': '2025-10-07T04:30:26.291779Z', 'metadata': {}, 'type': 'like', 'recipe_id': 'veg-hakka-noodles-8d614e', 'id': 'int-0aad0555f3', 'user_id': 'priya_deshmukh', 'description': 'priya_deshmukh liked Veg Hakka Noodles'}",['duplicate_id']
"{'description': 'noodleninja_15f1 liked Masala Dosa with Potato Masala', 'type': 'like', 'timestamp': '2025-05-12T22:23:32.544459Z', 'id': 'int-0af3a4556b', 'recipe_id': 'masala-dosa-87c68c', 'metadata': {'platform': 'web', 'device': 'desktop', 'referrer': 'homepage'}, 'session_id': 'sess-ab6e4f5d9d', 'user_id': 'noodleninja_15f1'}",['duplicate_id']
"{'timestamp': '2025-08-09T04:30:23.270273Z', 'metadata': {'rating': 3}, 'type': 'rating', 'recipe_id': 'khichdi-4a02f193', 'id': 'int-0b5fbd230c', 'user_id': 'noodleninja', 'description': 'noodleninja rated Khichdi 3 stars'}",['duplicate_id']
"{'timestamp': '2025-10-14T04:30:22.726794Z', 'metadata': {'device': 'desktop'}, 'type': 'view', 'recipe_id': 'khichdi-4a02f193', 'id': 'int-0b614dfb73', 'user_id': 'priya_deshmukh', 'description': 'priya_deshmukh viewed Khichdi'}",['duplicate_id']
"{'timestamp': '2025-09-14T04:30:43.074666Z', 'metadata': {'device': 'desktop'}, 'type': 'view', 'recipe_id': 'gulab-jamun-5bb2c2', 'id': 'int-0bccd4785e', 'user_id': 'noodleninja_15f1', 'description': 'noodleninja_15f1 viewed Gulab Jamun'}",['duplicate_id']
"{'description': 'Veg Manchurian (Gravy) viewed by currymaster on ios', 'type': 'view', 'timestamp': '2025-04-02T08:17:00.606006Z', 'id': 'int-0bd376c2c0', 'recipe_id': 'veg-manchurian-gravy-dd9ca6', 'metadata': {'platform': 'ios', 'device': 'mobile', 'referrer': 'homepage', 'duration_seconds': 75, 'scroll_depth': 0.21}, 'session_id': 'sess-fee80e5d94', 'user_id': 'currymaster'}",['duplicate_id']
"{'description': 'currymaster rated Idli with Sambar 2 stars', 'type': 'rating', 'timestamp': '2025-04-02T08:46:22.606006Z', 'id': 'int-0cfd9b466b', 'recipe_id': 'idli-sambar-95c3a4', 'metadata': {'platform': 'web', 'device': 'tablet', 'rating': 2, 'referrer': 'search', 'sentiment': 'negative'}, 'session_id': 'sess-6a5a0e4f01', 'user_id': 'currymaster'}",['duplicate_id']
"{'timestamp': '2025-09-14T04:30:37.831940Z', 'metadata': {'device': 'desktop'}, 'type': 'view', 'recipe_id': 'chicken-curry-9bf96a', 'id': 'int-0d9b86943e', 'user_id': 'priya_deshmukh', 'description': 'priya_deshmukh viewed Home-style Chicken Curry'}",['duplicate_id']
"{'timestamp': '2025-10-15T04:30:22.292443Z', 'metadata': {'device': 'mobile'}, 'type': 'view', 'recipe_id': 'khichdi-4a02f193', 'id': 'int-0da1dbbb6e', 'user_id': 'aarav_sharma', 'description': 'aarav_sharma viewed Khichdi'}",['duplicate_id']
"{'timestamp': '2025-10-04T04:30:28.849960Z', 'metadata': {'device': 'mobile'}, 'type': 'view', 'recipe_id': 'sweet-corn-soup-a48a81', 'id': 'int-0dd46805eb', 'user_id': 'tandooritiger', 'description': 'tandooritiger viewed Sweet Corn Soup'}",['duplicate_id']
"{'description': 'Dal Tadka (Yellow Lentils with Tadka) viewed by noodleninja on web', 'type': 'view', 'timestamp': '2025-08-13T13:34:33.716277Z', 'id': 'int-0dd76c80ee', 'recipe_id': 'dal-tadka-3ff42f', 'metadata': {'platform': 'web', 'device': 'desktop', 'referrer': 'internal', 'duration_seconds': 62, 'scroll_depth': 0.71}, 'session_id': 'sess-040d1c7cf6', 'user_id': 'noodleninja'}",['duplicate_id']
"{'description': 'meera_nair attempted Chocolate Cake (One Bowl) (failed)', 'type': 'attempt', 'timestamp': '2025-11-09T01:06:41.655356Z', 'id': 'int-0e844dc260', 'recipe_id': 'chocolate-cake-4502d7', 'metadata': {'success': False, 'notes': '', 'device': 'tablet', 'platform': 'web', 'referrer': 'search', 'time_taken_minutes': 160}, 'session_id': 'sess-8623e6a9f4', 'user_id': 'meera_nair'}",['duplicate_id']
"{'timestamp': '2025-11-18T04:30:23.957765Z', 'metadata': {}, 'type': 'like', 'recipe_id': 'paneer-butter-masala-5f759d', 'id': 'int-0e9946ea05', 'user_id': 'omar_hassan', 'description': 'omar_hassan liked Paneer Butter Masala'}",['duplicate_id']
"{'timestamp': '2025-11-14T04:30:28.603257Z', 'metadata': {'device': 'desktop'}, 'type': 'view', 'recipe_id': 'sweet-corn-soup-a48a81', 'id': 'int-0ec9e70b08', 'user_id': 'tandooritiger', 'description': 'tandooritiger viewed Sweet Corn Soup'}",['duplicate_id']
"{'timestamp': '2025-11-23T04:30:24.709913Z', 'metadata': {'device': 'desktop'}, 'type': 'view', 'recipe_id': 'chicken-biryani-949171', 'id': 'int-0f1042dd3b', 'user_id': 'noodleninja_15f1', 'description': 'noodleninja_15f1 viewed Chicken Biryani (Dum Style)'}",['duplicate_id']
"{'description': 'Dal Tadka (Yellow Lentils with Tadka) viewed by noodleninja on web', 'type': 'view', 'timestamp': '2025-08-13T13:19:45.716277Z', 'id': 'int-0f31c9afcc', 'recipe_id': 'dal-tadka-3ff42f', 'metadata': {'platform': 'web', 'device': 'desktop', 'referrer': 'search', 'duration_seconds': 51, 'scroll_depth': 0.36}, 'session_id': 'sess-44b6907d30', 'user_id': 'noodleninja'}",['duplicate_id']
"{'timestamp': '2025-09-26T04:30:33.625109Z', 'metadata': {'device': 'desktop'}, 'type': 'view', 'recipe_id': 'pav-bhaji-86fc2e', 'id': 'int-0f89d3f251', 'user_id': 'rohan_kulkarni', 'description': 'rohan_kulkarni viewed Pav Bhaji'}",['duplicate_id']
"{'timestamp': '2025-08-23T04:30:30.367798Z', 'metadata': {}, 'type': 'like', 'recipe_id': 'tomato-soup-65137c', 'id': 'int-0fa57e2eea', 'user_id': 'meera_nair', 'description': 'meera_nair liked Tomato Basil Soup'}",['duplicate_id']
"{'timestamp': '2025-08-28T04:30:38.437328Z', 'metadata': {'device': 'desktop'}, 'type': 'view', 'recipe_id': 'chicken-curry-9bf96a', 'id': 'int-0fbb670327', 'user_id': 'currymaster', 'description': 'currymaster viewed Home-style Chicken Curry'}",['duplicate_id']
"{'timestamp': '2025-11-12T04:30:39.084792Z', 'metadata': {'device': 'desktop'}, 'type': 'view', 'recipe_id': 'pasta-alfredo-c7f2cd', 'id': 'int-0fc28ca908', 'user_id': 'omar_hassan', 'description': 'omar_hassan viewed Pasta Alfredo'}",['duplicate_id']
"{'description': 'Pasta Alfredo viewed by rohan_kulkarni on web', 'type': 'view', 'timestamp': '2025-03-30T03:36:02.126374Z', 'id': 'int-0fdcd11933', 'recipe_id': 'pasta-alfredo-c7f2cd', 'metadata': {'platform': 'web', 'device': 'tablet', 'referrer': 'social', 'duration_seconds': 23, 'scroll_depth': 0.37}, 'session_id': 'sess-cea3423807', 'user_id': 'rohan_kulkarni'}",['duplicate_id']
"{'timestamp': '2025-09-19T04:30:35.668927Z', 'metadata': {'device': 'mobile'}, 'type': 'view', 'recipe_id': 'chole-masala-4e3599', 'id': 'int-0fe7170065', 'user_id': 'rohan_kulkarni', 'description': 'rohan_kulkarni viewed Chole Masala'}",['duplicate_id']
"{'description': 'priya_deshmukh rated Idli with Sambar 3 stars', 'type': 'rating', 'timestamp': '2025-04-26T08:36:12.037727Z', 'id': 'int-1059066da8', 'recipe_id': 'idli-sambar-95c3a4', 'metadata': {'platform': 'ios', 'device': 'mobile', 'rating': 3, 'referrer': 'search', 'sentiment': 'neutral'}, 'session_id': 'sess-576bebd27d', 'user_id': 'priya_deshmukh'}",['duplicate_id']
"{'timestamp': '2025-08-24T04:30:39.721495Z', 'metadata': {}, 'type': 'like', 'recipe_id': 'pasta-alfredo-c7f2cd', 'id': 'int-10a1aa400f', 'user_id': 'priya_deshmukh', 'description': 'priya_deshmukh liked Pasta Alfredo'}",['duplicate_id']
"{'description': 'Chole Masala viewed by priya_deshmukh on android', 'type': 'view', 'timestamp': '2025-04-26T09:23:45.037727Z', 'id': 'int-11481a5ba5', 'recipe_id': 'chole-masala-4e3599', 'metadata': {'platform': 'android', 'device': 'mobile', 'referrer': 'search', 'duration_seconds': 53, 'scroll_depth': 0.26}, 'session_id': 'sess-57a15620fe', 'user_id': 'priya_deshmukh'}",['duplicate_id']
"{'timestamp': '2025-08-27T04:30:32.932122Z', 'metadata': {'device': 'desktop'}, 'type': 'view', 'recipe_id': 'aloo-paratha-0625dd', 'id': 'int-118774ae5c', 'user_id': 'tandooritiger', 'description': 'tandooritiger viewed Aloo Paratha'}",['duplicate_id']
"{'timestamp': '2025-10-25T04:30:42.256990Z', 'metadata': {'device': 'mobile'}, 'type': 'view', 'recipe_id': 'chocolate-cake-4502d7', 'id': 'int-11ffd75d14', 'user_id': 'rohan_kulkarni', 'description': 'rohan_kulkarni viewed Chocolate Cake (One Bowl)'}",['duplicate_id']
"{'timestamp': '2025-08-17T04:30:25.319790Z', 'metadata': {'rating': 5}, 'type': 'rating', 'recipe_id': 'chicken-biryani-949171', 'id': 'int-12635a361a', 'user_id': 'noodleninja', 'description': 'noodleninja rated Chicken Biryani (Dum Style) 5 stars'}",['duplicate_id']
"{'timestamp': '2025-08-03T04:30:30.342311Z', 'metadata': {'device': 'mobile'}, 'type': 'view', 'recipe_id': 'tomato-soup-65137c', 'id': 'int-12645f5156', 'user_id': 'noodleninja_8a8a', 'description': 'noodleninja_8a8a viewed Tomato Basil Soup'}",['duplicate_id']
"{'timestamp': '2025-09-29T04:30:44.712994Z', 'metadata': {'device': 'desktop'}, 'type': 'view', 'recipe_id': 'kheer-76032e', 'id': 'int-1282e27a62', 'user_id': 'noodleninja_15f1', 'description': 'noodleninja_15f1 viewed Kheer (Rice Pudding)'}",['duplicate_id']
"{'description': 'rohan_kulkarni attempted Dal Tadka (Yellow Lentils with Tadka) (failed)', 'type': 'attempt', 'timestamp': '2025-03-30T01:50:55.126374Z', 'id': 'int-12b2ed9a36', 'recipe_id': 'dal-tadka-3ff42f', 'metadata': {'success': False, 'notes': '', 'device': 'mobile', 'platform': 'android', 'referrer': 'suggested', 'time_taken_minutes': 63}, 'session_id': 'sess-5a2ac372fd', 'user_id': 'rohan_kulkarni'}",['duplicate_id']
"{'timestamp': '2025-09-13T04:30:26.767998Z', 'metadata': {'device': 'mobile'}, 'type': 'view', 'recipe_id': 'veg-manchurian-gravy-dd9ca6', 'id': 'int-12d3cecf5d', 'user_id': 'aarav_sharma', 'description': 'aarav_sharma viewed Veg Manchurian (Gravy)'}",['duplicate_id']
"{'timestamp': '2025-09-30T04:30:39.637277Z', 'metadata': {}, 'type': 'like', 'recipe_id': 'pasta-alfredo-c7f2cd', 'id': 'int-12de67bb97', 'user_id': 'rohan_kulkarni', 'description': 'rohan_kulkarni liked Pasta Alfredo'}",['duplicate_id']
"{'description': 'aarav_sharma attempted Aloo Paratha (success)', 'type': 'attempt', 'timestamp': '2024-11-15T06:02:46.195091Z', 'id': 'int-12efffefc0', 'recipe_id': 'aloo-paratha-0625dd', 'metadata': {'success': True, 'notes': '', 'device': 'desktop', 'platform': 'web', 'referrer': 'search', 'time_taken_minutes': 143}, 'session_id': 'sess-e483ae6437', 'user_id': 'aarav_sharma'}",['duplicate_id']
"{'description': 'noodleninja_15f1 liked Dal Tadka (Yellow Lentils with Tadka)', 'type': 'like', 'timestamp': '2025-05-13T02:13:25.544459Z', 'id': 'int-130a94e561', 'recipe_id': 'dal-tadka-3ff42f', 'metadata': {'platform': 'ios', 'device': 'mobile', 'referrer': 'social'}, 'session_id': 'sess-01f0798998', 'user_id': 'noodleninja_15f1'}",['duplicate_id']
"{'timestamp': '2025-08-21T04:30:22.811478Z', 'metadata': {'device': 'desktop'}, 'type': 'view', 'recipe_id': 'khichdi-4a02f193', 'id': 'int-131ed23074', 'user_id': 'noodleninja_15f1', 'description': 'noodleninja_15f1 viewed Khichdi'}",['duplicate_id']
"{'timestamp': '2025-10-25T04:30:41.860452Z', 'metadata': {'success': True, 'time_taken_minutes': 116}, 'type': 'attempt', 'recipe_id': 'chicken-tacos-b53897', 'id': 'int-133bbd446d', 'user_id': 'omar_hassan', 'description': 'omar_hassan attempted Chicken Tacos (success)'}",['duplicate_id']
"{'description': 'Pav Bhaji viewed by rohan_kulkarni on ios', 'type': 'view', 'timestamp': '2025-03-30T02:12:46.126374Z', 'id': 'int-137c345ff7', 'recipe_id': 'pav-bhaji-86fc2e', 'metadata': {'platform': 'ios', 'device': 'mobile', 'referrer': 'social', 'duration_seconds': 49, 'scroll_depth': 0.92}, 'session_id': 'sess-c7d67c8f79', 'user_id': 'rohan_kulkarni'}",['duplicate_id']
"{'timestamp': '2025-10-03T04:30:23.512721Z', 'metadata': {'device': 'mobile'}, 'type': 'view', 'recipe_id': 'paneer-butter-masala-5f759d', 'id': 'int-13b8d3c4a1', 'user_id': 'aarav_sharma', 'description': 'aarav_sharma viewed Paneer Butter Masala'}",['duplicate_id']
